State,District,Market,Variety,Crop,Arrivals_Tonnes,Min_Price,Max_Price,Modal_Price
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,6,3200,4200,3600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,7,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,7,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,7,2000,2800,2400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,800,900,850
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1500,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,2000,2500,2200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,2000,2500,2200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,2000,2800,2400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,2700,3600,3200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,3200,4200,3600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,600,700,650
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,900,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,900,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,8,2000,2800,2400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,900,1100,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,1100,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,1400,1600,1500
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,9,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,800,650
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,600,850,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,850,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1200,1500,1400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,1800,2200,2000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,2000,2300,2200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,2000,2400,2200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,2400,3000,2600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,3000,4200,3600
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,11,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,700,650
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,900,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,600,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,800,900,850
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,1200,1600,1400
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,2000,2400,2200
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,12,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,13,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,600,700,650
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,600,850,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,700,900,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,700,900,850
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,14,700,800,750
Uttrakhand,Haridwar,Haridwar Union,Deshi,Tomato,48,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,1400,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,1800,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,3000,4500,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,3500,4500,3800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,4000,4500,4200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,4,4500,6500,5500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1600,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,2500,3000,2600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3500,4500,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3500,5500,4500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1800,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1500,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,2000,3300,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1500,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,5,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1500,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1500,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1600,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2400,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2400,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2400,3400,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3600,3200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2800,3800,3200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2800,3800,3200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,3000,4500,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,3000,4500,3800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,3500,5000,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,5000,6500,6000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1400,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1500,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1500,2400,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1600,2100,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1600,3000,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1600,3000,2200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1800,2500,2100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,1800,2600,2100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,2500,2200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3000,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3000,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,3500,3200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,2500,4500,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,6,4000,5500,5000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,1600,2500,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2000,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,4000,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2850,4000,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3000,4000,3400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3500,4500,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3500,4500,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,850,1200,950
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,1500,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,1500,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,1600,2800,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2000,2500,2200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,7,3000,4500,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,600,900,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,700,1200,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,750,1050,850
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,900,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1400,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1400,1800,1600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1600,2200,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,3500,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2400,3000,2600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2500,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2500,3500,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,3000,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,3500,4500,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1500,2500,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,900,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1200,1400,1250
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1600,2600,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,1800,2600,2200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2000,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2200,3000,2600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,8,2800,3800,3200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,800,1000,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,2000,3500,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,9,2000,3500,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,600,800,650
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,600,900,700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,600,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,700,1200,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1200,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1300,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,800,1300,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1200,1300,1250
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1200,2000,1400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1400,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1600,2000,1800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2000,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2000,3200,2800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2200,2600,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2200,2800,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2200,3000,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2400,2800,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,2500,4000,3500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,3500,4700,4000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,3500,4700,4200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,11,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,600,800,700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,650,800,700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,700,900,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,700,1000,850
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,900,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,900,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1300,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1300,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1500,1100
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1100,1500,1300
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1600,2200,2000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,2000,4000,3000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,2500,2800,2700
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,12,2000,2800,2500
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,13,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,800,900,850
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,800,1000,850
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,1000,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,1100,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,2000,2800,2400
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,700,900,750
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,800,1100,900
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,800,1200,1000
Uttrakhand,Haridwar,Haridwar Union,Hybrid,Tomato,14,1000,1400,1200
Uttrakhand,Haridwar,Haridwar Union,Tomato,Tomato,5,800,1500,1200
Uttrakhand,Haridwar,Haridwar Union,Tomato,Tomato,6,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Tomato,Tomato,7,600,1000,700
Uttrakhand,Haridwar,Haridwar Union,Tomato,Tomato,8,500,650,600
Uttrakhand,Haridwar,Haridwar Union,Tomato,Tomato,8,600,1000,700
